r_no	u_no	r_date	r_start	r_end	r_time	r_car	r_seat
2272	53	2025-06-20	46	42	16:00	8	D08
2273	107	2025-06-20	75	71	16:00	5	A01
2274	208	2025-06-20	68	71	8:00	8	B05
2275	212	2025-06-20	63	34	19:00	4	D08
2276	338	2025-06-20	56	32	17:15	4	A03
2277	372	2025-06-20	11	7	19:30	3	B04
2278	394	2025-06-20	36	32	20:00	7	A02
2279	395	2025-06-20	37	45	15:00	7	D01
2280	414	2025-06-20	32	38	8:00	6	D08
2281	489	2025-06-20	36	43	9:00	7	C10
2282	20	2025-06-21	86	78	14:00	1	A10
2283	106	2025-06-21	59	36	15:15	2	A06
2284	150	2025-06-21	7	10	12:00	4	A05
2285	235	2025-06-21	60	44	20:00	7	A07
2286	268	2025-06-21	30	24	20:00	2	A01
2287	282	2025-06-21	87	89	10:00	2	B08
2288	288	2025-06-21	78	81	18:00	2	C03
2289	300	2025-06-21	54	37	9:45	3	C07
2290	419	2025-06-21	66	75	18:00	1	A09
2291	470	2025-06-21	41	35	6:00	5	B10
2292	49	2025-06-22	88	90	14:00	3	B06
2293	52	2025-06-22	54	35	12:30	3	C07
2294	65	2025-06-22	85	78	10:00	6	B10
2295	78	2025-06-22	81	79	14:00	3	C03
2296	88	2025-06-22	75	65	14:00	1	A02
2297	154	2025-06-22	69	70	10:00	7	A04
2298	286	2025-06-22	86	81	14:00	6	A02
2299	292	2025-06-22	33	38	8:00	9	B05
2300	305	2025-06-22	85	82	18:00	4	A05
2301	310	2025-06-22	45	41	16:00	10	A10
2302	313	2025-06-22	36	44	10:00	6	B09
2303	364	2025-06-22	88	87	10:00	2	B02
2304	367	2025-06-22	19	24	13:40	5	C10
2305	391	2025-06-22	82	80	18:00	1	B04
2306	395	2025-06-22	29	19	14:00	10	A05
2307	421	2025-06-22	34	36	9:00	10	D08
2308	441	2025-06-22	70	68	10:00	4	D07
2309	16	2025-06-23	91	88	10:00	4	C03
2310	20	2025-06-23	40	38	22:00	6	A05
2311	33	2025-06-23	90	87	18:00	4	A06
2312	95	2025-06-23	13	16	11:00	8	A03
2313	110	2025-06-23	89	87	18:00	2	A03
2314	236	2025-06-23	25	29	19:00	1	A02
2315	288	2025-06-23	63	33	18:45	1	B07
2316	299	2025-06-23	89	90	18:00	3	A07
2317	329	2025-06-23	11	12	21:00	8	D06
2318	351	2025-06-23	35	34	8:00	2	B04
2319	363	2025-06-23	37	32	15:00	3	A01
2320	397	2025-06-23	39	32	7:00	1	A05
2321	471	2025-06-23	54	33	10:45	1	A06
2322	475	2025-06-23	54	42	8:45	6	A01
2323	41	2025-06-24	50	43	21:30	6	C01
2324	44	2025-06-24	42	34	20:00	4	D04
2325	84	2025-06-24	37	36	13:00	4	C10
2326	89	2025-06-24	47	45	7:45	7	A09
2327	119	2025-06-24	23	26	7:00	2	A07
2328	135	2025-06-24	44	34	13:00	1	A10
2329	191	2025-06-24	61	46	21:00	3	B10
2330	201	2025-06-24	35	43	14:00	2	A05
2331	253	2025-06-24	83	80	14:00	1	B09
2332	316	2025-06-24	56	35	20:00	7	A09
2333	365	2025-06-24	43	45	7:00	2	A01
2334	451	2025-06-24	91	87	14:00	1	B05
2335	494	2025-06-24	65	66	10:00	7	C03
2336	4	2025-06-25	37	33	20:00	10	C01
2337	45	2025-06-25	90	87	10:00	4	B07
2338	46	2025-06-25	68	72	12:00	5	B09
2339	49	2025-06-25	26	23	13:40	5	A02
2340	67	2025-06-25	55	40	23:15	7	C06
2341	178	2025-06-25	39	32	6:00	6	A01
2342	240	2025-06-25	34	42	23:00	5	B09
2343	266	2025-06-25	89	88	10:00	4	D02
2344	298	2025-06-25	79	84	14:00	1	B02
2345	300	2025-06-25	53	41	13:30	7	D05
2346	326	2025-06-25	88	90	18:00	2	B09
2347	327	2025-06-25	88	91	18:00	4	B07
2348	330	2025-06-25	37	32	23:00	5	A02
2349	374	2025-06-25	57	36	22:45	7	D06
2350	377	2025-06-25	10	13	13:30	10	B08
2351	381	2025-06-25	66	72	8:00	6	C06
2352	459	2025-06-25	36	38	15:00	4	C04
2353	95	2025-06-26	18	22	11:00	8	D06
2354	125	2025-06-26	35	46	17:00	7	B08
2355	133	2025-06-26	10	1	12:00	4	C01
2356	163	2025-06-26	77	65	18:00	5	C07
2357	171	2025-06-26	21	28	11:40	9	B07
2358	225	2025-06-26	53	32	20:15	3	C03
2359	233	2025-06-26	21	18	9:00	3	A07
2360	284	2025-06-26	1	14	11:00	3	B05
2361	315	2025-06-26	81	84	18:00	1	A10
2362	332	2025-06-26	18	28	9:00	7	D02
2363	392	2025-06-26	38	42	9:00	1	B07
2364	402	2025-06-26	89	87	10:00	4	B06
2365	472	2025-06-26	62	42	19:30	4	A05
2366	7	2025-06-27	73	77	20:00	6	D04
2367	44	2025-06-27	91	91	18:00	3	B03
2368	59	2025-06-27	41	33	15:00	4	A10
2369	66	2025-06-27	58	39	20:45	4	C02
2370	67	2025-06-27	61	39	11:45	4	B05
2371	72	2025-06-27	20	24	11:00	3	B01
2372	133	2025-06-27	27	20	7:40	1	C04
2373	181	2025-06-27	27	23	13:40	6	B08
2374	204	2025-06-27	25	18	17:00	9	B08
2375	283	2025-06-27	48	35	22:45	5	B10
2376	286	2025-06-27	18	30	9:40	7	C04
2377	289	2025-06-27	27	29	15:40	8	A01
2378	297	2025-06-27	88	89	18:00	2	B02
2379	305	2025-06-27	77	76	18:00	1	C03
2380	326	2025-06-27	78	80	18:00	3	A01
2381	107	2025-06-28	87	90	18:00	4	B06
2382	249	2025-06-28	89	89	14:00	1	A06
2383	270	2025-06-28	85	82	10:00	4	D03
2384	301	2025-06-28	60	38	14:00	2	B03
2385	312	2025-06-28	82	84	18:00	5	D09
2386	324	2025-06-28	26	28	17:00	2	B08
2387	393	2025-06-28	75	66	8:00	5	C07
2388	8	2025-06-29	46	35	12:00	8	D09
2389	72	2025-06-29	82	86	18:00	5	D02
2390	90	2025-06-29	53	39	8:15	4	A08
2391	139	2025-06-29	62	36	13:15	3	B09
2392	186	2025-06-29	67	65	16:00	3	C05
2393	192	2025-06-29	42	35	19:00	4	D02
2394	213	2025-06-29	43	32	16:00	1	A02
2395	222	2025-06-29	58	41	20:00	5	A09
2396	229	2025-06-29	19	28	16:40	9	A06
2397	235	2025-06-29	49	46	11:15	3	B04
2398	341	2025-06-29	87	90	10:00	1	A09
2399	414	2025-06-29	71	68	12:00	3	B03
2400	432	2025-06-29	89	90	10:00	1	C01
2401	466	2025-06-29	42	45	22:00	9	C05
2402	491	2025-06-29	8	14	22:30	1	B02
2403	491	2025-06-29	60	41	22:45	6	C05
2404	497	2025-06-29	79	80	18:00	6	A07
2405	26	2025-06-30	90	88	18:00	2	A01
2406	55	2025-06-30	76	74	16:00	7	D01
2407	98	2025-06-30	48	34	17:30	7	B02
2408	128	2025-06-30	46	44	21:00	4	D02
2409	132	2025-06-30	51	36	6:00	4	B05
2410	177	2025-06-30	53	39	23:15	2	B05
2411	344	2025-06-30	83	86	10:00	5	A10
2412	352	2025-06-30	85	78	14:00	4	C02
2413	365	2025-06-30	58	43	13:15	1	B02
2414	374	2025-06-30	77	67	12:00	8	C04
2415	404	2025-06-30	78	79	18:00	4	A03
2416	3	2025-07-01	33	46	15:00	6	D04
2417	4	2025-07-01	78	86	18:00	6	D04
2418	65	2025-07-01	69	72	8:00	6	C04
2419	105	2025-07-01	84	79	14:00	5	A08
2420	118	2025-07-01	88	91	18:00	4	B05
2421	119	2025-07-01	90	89	18:00	4	D01
2422	196	2025-07-01	4	2	6:00	6	A09
2423	213	2025-07-01	73	75	12:00	4	A09
2424	219	2025-07-01	89	89	10:00	3	A05
2425	275	2025-07-01	33	37	12:00	2	C02
2426	289	2025-07-01	45	33	20:00	10	B07
2427	300	2025-07-01	56	43	16:30	2	A03
2428	334	2025-07-01	19	26	19:00	2	C07
2429	421	2025-07-01	85	83	10:00	4	D03
2430	474	2025-07-01	53	46	23:15	2	A04
2431	484	2025-07-01	51	45	13:45	3	A06
2432	26	2025-07-02	91	90	10:00	4	D02
2433	117	2025-07-02	91	90	10:00	3	B08
2434	127	2025-07-02	17	1	12:30	8	A08
2435	127	2025-07-02	87	90	18:00	4	D07
2436	129	2025-07-02	53	32	8:15	8	C04
2437	138	2025-07-02	28	26	15:40	8	B06
2438	184	2025-07-02	34	42	18:00	5	A02
2439	201	2025-07-02	37	41	22:00	8	D01
2440	268	2025-07-02	64	74	10:00	5	A07
2441	314	2025-07-02	12	11	13:30	4	D04
2442	379	2025-07-02	55	34	15:45	2	C10
2443	393	2025-07-02	61	42	19:30	4	D01
2444	435	2025-07-02	88	91	14:00	1	A08
2445	467	2025-07-02	3	13	13:00	8	C10
2446	470	2025-07-02	72	70	12:00	2	B03
2447	471	2025-07-02	87	90	18:00	2	B02
2448	66	2025-07-03	38	45	6:00	5	B08
2449	78	2025-07-03	90	89	18:00	3	B03
2450	146	2025-07-03	69	72	20:00	3	C09
2451	164	2025-07-03	52	34	14:45	1	B04
2452	252	2025-07-03	43	46	10:00	9	B06
2453	276	2025-07-03	42	44	19:00	8	A06
2454	286	2025-07-03	42	39	14:00	3	B06
2455	319	2025-07-03	54	43	9:30	1	A09
2456	330	2025-07-03	77	72	10:00	4	C10
2457	333	2025-07-03	36	39	7:00	4	C06
2458	333	2025-07-03	78	86	14:00	5	B08
2459	366	2025-07-03	38	35	9:00	3	B05
2460	438	2025-07-03	65	66	8:00	2	C02
2461	446	2025-07-03	87	91	10:00	4	A05
2462	447	2025-07-03	62	34	17:45	7	A06
2463	13	2025-07-04	85	84	14:00	3	A06
2464	41	2025-07-04	29	28	18:40	5	D07
2465	62	2025-07-04	73	66	18:00	4	C03
2466	88	2025-07-04	85	86	10:00	4	B10
2467	115	2025-07-04	38	44	9:00	1	A09
2468	135	2025-07-04	42	37	16:00	4	D07
2469	197	2025-07-04	1	12	14:30	8	A05
2470	232	2025-07-04	23	18	13:40	2	A06
2471	252	2025-07-04	65	68	10:00	6	D07
2472	281	2025-07-04	43	36	12:00	3	B02
2473	297	2025-07-04	16	11	9:00	6	D01
2474	312	2025-07-04	88	90	10:00	1	B07
2475	358	2025-07-04	67	76	12:00	4	C01
2476	368	2025-07-04	28	27	15:00	2	A02
2477	486	2025-07-04	83	79	18:00	2	A05
2478	22	2025-07-05	61	44	14:00	5	B07
2479	99	2025-07-05	69	65	12:00	3	A08
2480	104	2025-07-05	83	86	10:00	1	A02
2481	195	2025-07-05	85	81	14:00	2	C04
2482	251	2025-07-05	64	77	20:00	6	B06
2483	285	2025-07-05	83	79	18:00	1	B07
2484	296	2025-07-05	53	42	11:15	8	B02
2485	303	2025-07-05	44	34	20:00	10	C09
2486	304	2025-07-05	87	87	14:00	3	B05
2487	449	2025-07-05	59	45	21:15	8	D01
2488	470	2025-07-05	14	13	16:30	1	A08
2489	484	2025-07-05	40	36	20:00	4	A04
2490	44	2025-07-06	58	45	12:30	3	C01
2491	120	2025-07-06	7	12	16:30	1	B01
2492	146	2025-07-06	73	66	8:00	1	A07
2493	154	2025-07-06	86	80	10:00	5	B06
2494	205	2025-07-06	91	87	14:00	1	B02
2495	214	2025-07-06	32	33	10:00	9	A03
2496	281	2025-07-06	69	77	10:00	3	B03
2497	284	2025-07-06	15	4	6:00	6	C09
2498	289	2025-07-06	40	35	12:00	10	D03
2499	290	2025-07-06	24	27	20:40	5	A04
2500	345	2025-07-06	87	87	10:00	4	C03
2501	403	2025-07-06	57	46	14:00	1	A06
2502	409	2025-07-06	84	79	10:00	6	B03
2503	422	2025-07-06	58	42	10:15	7	D01
2504	451	2025-07-06	91	89	18:00	2	C02
2505	16	2025-07-07	43	45	14:00	9	A01
2506	101	2025-07-07	46	33	16:00	10	D04
2507	155	2025-07-07	14	13	14:30	4	B08
2508	167	2025-07-07	60	35	9:45	5	B03
2509	228	2025-07-07	50	36	19:30	1	A08
2510	284	2025-07-07	79	86	10:00	1	C05
2511	302	2025-07-07	69	70	18:00	7	C07
2512	389	2025-07-07	48	35	9:30	3	B10
2513	481	2025-07-07	20	21	10:40	9	A10
2514	15	2025-07-08	57	46	16:45	3	B08
2515	30	2025-07-08	34	41	11:00	8	A06
2516	78	2025-07-08	51	37	15:15	1	C01
2517	160	2025-07-08	75	72	18:00	2	A03
2518	181	2025-07-08	91	87	10:00	3	C10
2519	285	2025-07-08	83	81	10:00	5	A05
2520	286	2025-07-08	73	65	16:00	6	D01
2521	317	2025-07-08	89	88	18:00	1	C09
2522	346	2025-07-08	69	77	16:00	5	D10
2523	360	2025-07-08	34	35	20:00	3	C10
2524	445	2025-07-08	58	36	18:30	3	C04
2525	160	2025-07-09	66	75	20:00	6	A10
2526	162	2025-07-09	68	64	14:00	4	B02
2527	255	2025-07-09	91	87	14:00	1	A05
2528	290	2025-07-09	35	44	19:00	1	B06
2529	308	2025-07-09	90	89	10:00	4	C10
2530	487	2025-07-09	88	89	18:00	2	A03
2531	494	2025-07-09	47	38	16:30	3	C06
2532	16	2025-07-10	33	43	7:00	8	D10
2533	57	2025-07-10	41	40	21:00	1	A09
2534	89	2025-07-10	86	85	18:00	2	B06
2535	126	2025-07-10	15	3	21:30	6	D02
2536	185	2025-07-10	44	43	9:00	10	D05
2537	288	2025-07-10	87	89	14:00	3	A09
2538	345	2025-07-10	74	77	16:00	7	D06
2539	352	2025-07-10	44	34	20:00	4	D06
2540	380	2025-07-10	89	91	18:00	2	B03
2541	437	2025-07-10	26	29	18:00	1	C05
2542	442	2025-07-10	78	81	10:00	4	B03
2543	471	2025-07-10	79	82	14:00	4	D10
2544	15	2025-07-11	77	67	18:00	4	D08
2545	92	2025-07-11	16	14	6:30	4	D07
2546	100	2025-07-11	78	85	18:00	5	B01
2547	128	2025-07-11	52	35	10:45	7	D10
2548	130	2025-07-11	89	87	18:00	3	A03
2549	158	2025-07-11	58	38	10:15	8	D08
2550	202	2025-07-11	25	23	18:40	3	C01
2551	229	2025-07-11	78	86	10:00	3	A03
2552	332	2025-07-11	43	42	16:00	8	A03
2553	359	2025-07-11	91	88	10:00	3	B06
2554	385	2025-07-11	9	6	14:30	5	B09
2555	400	2025-07-11	79	79	18:00	2	B02
2556	424	2025-07-11	89	91	10:00	2	B05
2557	427	2025-07-11	64	77	12:00	4	C10
2558	482	2025-07-11	19	18	12:40	3	B06
2559	11	2025-07-12	61	45	9:00	6	A04
2560	60	2025-07-12	69	74	8:00	8	C02
2561	81	2025-07-12	55	37	16:00	6	D10
2562	84	2025-07-12	24	29	21:00	8	D09
2563	161	2025-07-12	77	66	14:00	5	C09
2564	236	2025-07-12	91	87	10:00	1	A01
2565	264	2025-07-12	38	35	18:00	1	A07
2566	316	2025-07-12	75	65	18:00	8	C04
2567	343	2025-07-12	57	44	10:15	1	A09
2568	376	2025-07-12	89	90	10:00	3	A03
2569	421	2025-07-12	50	35	13:00	8	A09
2570	442	2025-07-12	71	69	18:00	8	D04
2571	445	2025-07-12	82	83	18:00	6	D05
2572	39	2025-07-13	3	5	23:30	4	D05
2573	143	2025-07-13	49	44	17:00	6	D01
2574	253	2025-07-13	76	64	16:00	8	A03
2575	266	2025-07-13	53	46	18:15	8	A02
2576	284	2025-07-13	33	46	14:00	10	A02
2577	314	2025-07-13	78	81	14:00	6	C10
2578	324	2025-07-13	33	37	16:00	3	A07
2579	331	2025-07-13	40	37	9:00	7	B06
2580	341	2025-07-13	54	43	14:15	7	D08
2581	370	2025-07-13	88	91	14:00	1	A01
2582	373	2025-07-13	5	4	10:30	3	C08
2583	377	2025-07-13	22	24	21:40	4	A06
2584	385	2025-07-13	56	43	7:30	5	C05
2585	410	2025-07-13	78	81	14:00	2	C05
2586	442	2025-07-13	39	44	6:00	9	D08
2587	497	2025-07-13	91	89	14:00	4	D06
2588	1	2025-07-14	11	12	19:30	6	A08
2589	37	2025-07-14	59	40	21:30	4	B09
2590	50	2025-07-14	77	64	8:00	4	C05
2591	126	2025-07-14	78	80	18:00	3	A04
2592	215	2025-07-14	89	89	10:00	4	C10
2593	261	2025-07-14	4	1	14:30	1	B07
2594	265	2025-07-14	87	87	14:00	1	A05
2595	286	2025-07-14	90	87	10:00	3	A05
2596	336	2025-07-14	79	78	14:00	1	A07
2597	339	2025-07-14	45	44	11:00	8	D07
2598	349	2025-07-14	7	2	18:30	1	C09
2599	353	2025-07-14	45	41	6:00	1	B01
2600	356	2025-07-14	59	34	9:00	3	B04
2601	362	2025-07-14	5	15	8:30	3	B05
2602	455	2025-07-14	85	84	14:00	6	B10
2603	2	2025-07-15	18	20	15:00	1	B08
2604	7	2025-07-15	90	91	18:00	2	B08
2605	9	2025-07-15	79	84	14:00	6	B04
2606	23	2025-07-15	54	34	15:00	6	C08
2607	38	2025-07-15	90	87	14:00	3	A01
2608	52	2025-07-15	20	18	11:40	4	C06
2609	57	2025-07-15	56	39	21:45	5	B02
2610	143	2025-07-15	27	19	14:00	4	B06
2611	147	2025-07-15	57	45	11:15	8	D03
2612	162	2025-07-15	83	82	10:00	5	D06
2613	216	2025-07-15	59	36	12:30	1	C03
2614	260	2025-07-15	4	13	11:00	10	C02
2615	316	2025-07-15	38	46	15:00	8	B01
2616	394	2025-07-15	49	37	11:30	3	B07
2617	425	2025-07-15	35	45	18:00	4	C04
2618	466	2025-07-15	81	80	14:00	5	C06
2619	476	2025-07-15	88	91	18:00	1	B02
2620	24	2025-07-16	58	38	13:45	5	D08
2621	32	2025-07-16	66	69	12:00	5	C08
2622	149	2025-07-16	87	91	10:00	3	C01
2623	180	2025-07-16	9	2	17:00	7	D05
2624	230	2025-07-16	68	65	10:00	3	B05
2625	382	2025-07-16	50	40	9:00	5	B09
2626	455	2025-07-16	86	84	10:00	6	B05
2627	478	2025-07-16	33	38	18:00	9	D03
2628	57	2025-07-17	36	39	16:00	1	B08
2629	59	2025-07-17	44	40	8:00	2	B06
2630	119	2025-07-17	63	35	23:15	6	B09
2631	120	2025-07-17	80	81	18:00	6	C05
2632	121	2025-07-17	67	71	14:00	7	A08
2633	126	2025-07-17	29	19	20:00	6	C06
2634	144	2025-07-17	91	90	14:00	4	C05
2635	148	2025-07-17	31	21	22:00	6	A04
2636	173	2025-07-17	54	42	6:00	3	A02
2637	178	2025-07-17	2	11	8:30	6	C01
2638	202	2025-07-17	35	43	17:00	2	B03
2639	202	2025-07-17	71	69	18:00	7	A07
2640	233	2025-07-17	28	29	7:00	4	B07
2641	253	2025-07-17	69	75	14:00	3	A10
2642	298	2025-07-17	84	85	14:00	4	B02
2643	343	2025-07-17	57	44	13:15	8	C10
2644	81	2025-07-18	52	42	14:00	2	B06
2645	97	2025-07-18	91	88	18:00	1	C08
2646	99	2025-07-18	91	90	10:00	1	B02
2647	114	2025-07-18	45	39	9:00	10	A08
2648	129	2025-07-18	51	38	12:00	3	A09
2649	131	2025-07-18	81	84	10:00	5	C08
2650	191	2025-07-18	87	89	10:00	2	C08
2651	206	2025-07-18	51	39	16:15	2	B05
2652	216	2025-07-18	68	77	16:00	8	D01
2653	337	2025-07-18	38	40	18:00	6	A06
2654	346	2025-07-18	24	28	20:00	5	D09
2655	351	2025-07-18	19	24	14:40	5	C10
2656	354	2025-07-18	89	88	10:00	2	B07
2657	380	2025-07-18	24	26	7:40	1	B10
2658	390	2025-07-18	85	81	18:00	4	C10
2659	405	2025-07-18	37	36	6:00	8	B01
2660	405	2025-07-18	68	66	14:00	3	A04
2661	8	2025-07-19	90	90	10:00	3	C03
2662	18	2025-07-19	20	21	14:40	7	A04
2663	39	2025-07-19	72	67	18:00	4	D01
2664	77	2025-07-19	46	45	14:00	8	A06
2665	110	2025-07-19	67	73	10:00	8	B04
2666	121	2025-07-19	88	87	10:00	3	A03
2667	138	2025-07-19	76	75	10:00	4	C09
2668	146	2025-07-19	54	35	18:15	6	A01
2669	214	2025-07-19	56	33	15:30	5	B07
2670	247	2025-07-19	82	78	18:00	4	C06
2671	277	2025-07-19	4	1	23:00	2	C07
2672	330	2025-07-19	38	42	23:00	7	B09
2673	367	2025-07-19	65	69	16:00	8	C04
2674	397	2025-07-19	47	44	9:15	2	B09
2675	400	2025-07-19	62	32	17:00	5	A09
2676	463	2025-07-19	78	83	18:00	5	C08
2677	499	2025-07-19	36	35	18:00	7	B06
2678	30	2025-07-20	35	41	19:00	1	B03
2679	66	2025-07-20	76	71	16:00	5	D01
2680	75	2025-07-20	15	3	22:30	9	C08
2681	256	2025-07-20	58	39	15:45	3	C05
2682	389	2025-07-20	87	87	14:00	2	B03
2683	403	2025-07-20	45	39	13:00	4	A09
2684	420	2025-07-20	42	37	7:00	6	A03
2685	435	2025-07-20	78	84	18:00	2	C06
2686	437	2025-07-20	70	65	18:00	1	B02
2687	454	2025-07-20	75	70	18:00	1	C05
2688	495	2025-07-20	83	82	10:00	3	C01
2689	18	2025-07-21	90	89	10:00	2	C05
2690	54	2025-07-21	32	34	6:00	6	A07
2691	72	2025-07-21	51	37	16:15	6	D07
2692	114	2025-07-21	34	32	9:00	4	D04
2693	171	2025-07-21	65	74	8:00	2	B04
2694	230	2025-07-21	74	66	10:00	5	C02
2695	240	2025-07-21	91	88	10:00	4	A05
2696	266	2025-07-21	49	38	17:30	5	A05
2697	290	2025-07-21	49	38	11:15	5	A01
2698	349	2025-07-21	81	80	14:00	3	B03
2699	364	2025-07-21	11	13	21:30	2	B05
2700	444	2025-07-21	41	42	10:00	10	C02
2701	451	2025-07-21	80	79	10:00	3	A03
2702	32	2025-07-22	3	10	11:30	2	B05
2703	170	2025-07-22	18	31	16:40	8	B03
2704	178	2025-07-22	84	80	10:00	6	B07
2705	179	2025-07-22	88	89	10:00	1	C10
2706	187	2025-07-22	69	77	14:00	7	C05
2707	254	2025-07-22	57	37	22:15	1	B03
2708	257	2025-07-22	79	85	14:00	5	D06
2709	264	2025-07-22	90	88	18:00	4	D05
2710	376	2025-07-22	70	66	20:00	5	D08
2711	431	2025-07-22	84	85	14:00	3	B02
2712	440	2025-07-22	52	35	23:30	4	D07
2713	478	2025-07-22	91	88	14:00	2	C09
2714	38	2025-07-23	49	46	17:45	3	B09
2715	91	2025-07-23	88	91	10:00	4	C03
2716	118	2025-07-23	7	2	8:30	4	B05
2717	130	2025-07-23	84	80	18:00	1	B06
2718	200	2025-07-23	89	90	10:00	4	C07
2719	235	2025-07-23	89	88	10:00	1	B05
2720	322	2025-07-23	79	82	10:00	1	A05
2721	369	2025-07-23	87	90	18:00	4	D01
2722	67	2025-07-24	52	45	13:15	5	B07
2723	104	2025-07-24	42	43	15:00	9	A03
2724	132	2025-07-24	74	65	16:00	5	D09
2725	231	2025-07-24	68	73	12:00	4	C08
2726	287	2025-07-24	83	78	10:00	2	A07
2727	342	2025-07-24	62	38	22:30	6	C07
2728	369	2025-07-24	40	39	18:00	10	D09
2729	416	2025-07-24	89	88	14:00	1	B02
2730	463	2025-07-24	91	90	14:00	2	C09
2731	483	2025-07-24	64	66	10:00	5	D03
2732	42	2025-07-25	45	46	10:00	4	C06
2733	84	2025-07-25	90	89	14:00	1	C05
2734	134	2025-07-25	90	91	18:00	4	A01
2735	180	2025-07-25	69	76	8:00	4	C03
2736	203	2025-07-25	84	78	18:00	5	A02
2737	255	2025-07-25	80	78	18:00	5	D10
2738	256	2025-07-25	89	88	18:00	2	C06
2739	345	2025-07-25	3	2	21:30	1	B03
2740	391	2025-07-25	41	34	11:00	8	B07
2741	403	2025-07-25	14	10	16:30	2	A06
2742	454	2025-07-25	87	88	14:00	3	C01
2743	468	2025-07-25	71	67	8:00	5	A03
2744	53	2025-07-26	51	45	12:45	2	C02
2745	126	2025-07-26	73	68	8:00	5	C03
2746	128	2025-07-26	69	74	20:00	8	C08
2747	170	2025-07-26	87	89	18:00	2	B05
2748	336	2025-07-26	40	44	6:00	6	C10
2749	341	2025-07-26	63	41	18:00	1	A07
2750	347	2025-07-26	89	88	18:00	2	C04
2751	379	2025-07-26	38	41	9:00	8	B02
2752	427	2025-07-26	38	34	20:00	4	C03
2753	6	2025-07-27	59	37	21:15	6	B06
2754	67	2025-07-27	90	88	18:00	2	A07
2755	70	2025-07-27	82	81	14:00	1	C03
2756	90	2025-07-27	91	90	10:00	2	B02
2757	96	2025-07-27	79	83	18:00	5	C03
2758	101	2025-07-27	12	2	21:00	7	A02
2759	108	2025-07-27	91	89	14:00	3	A10
2760	171	2025-07-27	23	28	7:40	5	A04
2761	187	2025-07-27	72	73	12:00	6	A01
2762	300	2025-07-27	62	38	7:30	2	C09
2763	333	2025-07-27	24	23	12:00	8	C03
2764	400	2025-07-27	44	43	21:00	3	B07
2765	425	2025-07-27	12	16	22:30	7	B10
2766	427	2025-07-27	15	4	7:00	9	B05
2767	452	2025-07-27	91	88	14:00	2	B02
2768	465	2025-07-27	21	22	12:40	8	B04
2769	6	2025-07-28	91	88	10:00	2	C02
2770	13	2025-07-28	60	33	19:45	5	C01
2771	25	2025-07-28	67	71	10:00	5	C08
2772	35	2025-07-28	88	87	10:00	2	C01
2773	49	2025-07-28	74	75	10:00	3	A07
2774	57	2025-07-28	40	32	14:00	1	C05
2775	114	2025-07-28	83	82	10:00	4	D01
2776	147	2025-07-28	82	81	14:00	4	A09
2777	247	2025-07-28	85	82	14:00	3	B08
2778	290	2025-07-28	77	70	14:00	7	C03
2779	339	2025-07-28	37	35	8:00	10	D07
2780	369	2025-07-28	82	80	10:00	1	B03
2781	380	2025-07-28	50	36	21:15	5	A08
2782	394	2025-07-28	69	75	10:00	1	A07
2783	63	2025-07-29	78	81	18:00	2	C03
2784	76	2025-07-29	31	25	22:40	1	C07
2785	87	2025-07-29	52	41	8:45	1	B05
2786	94	2025-07-29	61	43	21:15	8	D09
2787	99	2025-07-29	33	37	12:00	10	A01
2788	126	2025-07-29	84	79	10:00	3	B04
2789	145	2025-07-29	12	15	15:00	4	C05
2790	151	2025-07-29	57	42	18:45	4	C03
2791	162	2025-07-29	54	45	15:30	8	D03
2792	192	2025-07-29	64	69	12:00	4	D08
2793	195	2025-07-29	69	66	12:00	3	C09
2794	287	2025-07-29	37	32	9:00	4	D03
2795	408	2025-07-29	45	46	12:00	8	D06
2796	499	2025-07-29	46	34	6:00	10	D05
2797	16	2025-07-30	39	34	9:00	4	D01
2798	21	2025-07-30	83	78	10:00	3	B02
2799	25	2025-07-30	51	46	21:30	5	B08
2800	25	2025-07-30	69	75	20:00	7	B07
2801	40	2025-07-30	88	91	18:00	4	C01
2802	63	2025-07-30	49	32	22:45	6	C06
2803	67	2025-07-30	45	33	10:00	3	C10
2804	78	2025-07-30	91	89	18:00	1	B04
2805	82	2025-07-30	49	45	14:45	5	D04
2806	94	2025-07-30	60	42	12:30	8	A03
2807	144	2025-07-30	69	67	12:00	1	B08
2808	151	2025-07-30	56	40	6:00	4	A01
2809	185	2025-07-30	45	32	19:00	9	C01
2810	292	2025-07-30	90	87	14:00	2	C06
2811	315	2025-07-30	21	31	12:40	5	D03
2812	317	2025-07-30	56	43	10:00	8	B10
2813	325	2025-07-30	76	65	12:00	8	D05
2814	332	2025-07-30	30	27	17:40	7	D04
2815	399	2025-07-30	2	7	22:00	8	D07
2816	422	2025-07-30	32	44	23:00	2	A09
2817	448	2025-07-30	77	76	16:00	4	C08
2818	477	2025-07-30	41	36	12:00	8	B10
2819	9	2025-07-31	62	44	10:45	7	C05
2820	17	2025-07-31	80	78	18:00	4	D09
2821	21	2025-07-31	48	41	12:00	3	B04
2822	37	2025-07-31	80	83	10:00	1	A07
2823	116	2025-07-31	90	91	18:00	3	B02
2824	153	2025-07-31	87	89	10:00	4	C04
2825	176	2025-07-31	35	34	16:00	9	D07
2826	267	2025-07-31	49	38	17:15	3	A07
2827	293	2025-07-31	61	34	18:30	5	D10
2828	340	2025-07-31	41	39	15:00	6	A01
2829	434	2025-07-31	34	36	6:00	1	C05
